year,county_name,fips,total_pop,total_pop_15to64,total_jail_pop,female_jail_pop,male_jail_pop,jail_rated_capacity,total_jail_pretrial,total_jail_sentenced,total_jail_adm,black_jail_pop,latinx_jail_pop,white_jail_pop,aapi_jail_pop,native_jail_pop,total_jail_pop_rate,total_prison_pop,female_prison_pop,male_prison_pop,black_prison_pop,latinx_prison_pop,white_prison_pop,aapi_prison_pop,native_prison_pop,total_prison_pop_rate,total_prison_adm,total_incarceration,total_incarceration_rate,fiscal_year_ending,total_governmental_expenditures,public_protection_expenditures,public_protection_pct_of_govt_expenditures,probation_expenditures,felony_probation,misdemeanor_probation,total_probation
2010,Alameda,06001,1513487.0,1061368.0,4107.5,315.8,3757.7,4511.6,3212.6,894.9,56014.0,1995.5,1005.4,817.8,106.4,68.3,387.0,4559.0,168.0,4391.0,3039.0,700.0,527.0,93.0,23.0,429.5,3718.0,8010.1,754.7,2010,2083268145,597911182,28.7,52509384,14168,505,14673
2011,Alameda,06001,1532953.0,1074710.0,3747.8,302.1,3436.1,4027.2,2649.0,1098.7,39640.0,1832.3,895.7,648.3,56.0,51.4,348.7,4066.0,143.0,3923.0,2725.0,629.0,442.0,84.0,25.0,378.3,2642.0,7281.9,677.6,2011,2186575262,613605822,28.06,51583804,13556,464,14020
2012,Alameda,06001,1557398.0,1089039.0,3348.5,306.2,3033.3,4649.4,2233.6,1684.6,44197.0,1739.6,830.0,595.9,58.9,36.5,307.5,3770.0,127.0,3643.0,2522.0,597.0,395.0,84.0,27.0,346.2,690.0,7066.3,648.9,2012,2221267982,618674998,27.85,47725659,13143,434,13577
2013,Alameda,06001,1584800.0,1106001.0,3443.2,329.3,3077.9,4667.6,2718.5,1542.1,54828.0,1736.1,806.5,634.2,91.0,28.6,311.3,3840.0,132.0,3708.0,2553.0,630.0,383.0,99.0,28.0,347.2,708.0,7226.8,653.4,2013,2295382137,642422591,27.99,48144484,13029,442,13471
2014,Alameda,06001,1614618.0,1124975.0,3241.0,300.5,2933.0,4208.5,2640.1,600.9,51264.0,1598.2,775.7,573.3,123.9,18.9,288.1,3766.0,129.0,3637.0,2529.0,631.0,348.0,98.0,27.0,334.8,758.0,6957.5,618.5,2014,2405508090,669127081,27.82,48460452,9680,163,9843
2015,Alameda,06001,1642990.0,1143164.0,2716.2,246.8,2400.2,4759.8,2268.2,448.1,47628.0,1303.2,665.1,434.9,120.9,10.3,237.6,3715.0,114.0,3601.0,2469.0,636.0,347.0,98.0,26.0,325.0,763.0,6427.4,562.2,2015,2462509900,717265867,29.13,60815340,8350,193,8543
2016,Alameda,06001,1661118.0,1154488.0,2485.8,235.1,2234.9,4723.4,2073.2,412.6,41207.0,1177.6,656.0,414.2,111.0,5.5,215.3,3587.0,98.0,3489.0,2388.0,624.0,328.0,97.0,24.0,310.7,619.0,6072.8,526.0,2016,2466628582,737314237,29.89,77745900,7363,219,7582
2017,Alameda,06001,1671789.0,1159035.0,2546.0,236.1,2298.1,4716.0,2092.2,453.8,44744.0,1220.5,710.3,439.1,116.3,5.7,219.7,3537.0,97.0,3440.0,2358.0,631.0,315.0,91.0,23.0,305.2,655.0,6078.1,524.4,2017,2588588500,697431480,26.94,77667809,6556,191,6747
2018,Alameda,06001,1680245.0,1162781.0,2570.5,222.2,2340.3,4485.9,2158.0,412.5,42156.0,1228.9,718.1,438.3,130.1,8.3,221.1,3486.0,97.0,3389.0,2363.0,608.0,288.0,92.0,21.0,299.8,605.0,6037.0,519.2,2018,2684465939,734875595,27.38,93205440,5823,164,5987
2019,Alameda,06001,1683755.0,1162592.0,2528.2,171.2,2355.8,3565.7,2289.9,238.4,37324.0,1227.3,739.7,385.9,129.5,7.0,217.5,3384.0,99.0,3285.0,2250.0,624.0,273.0,90.0,19.0,291.1,582.0,5901.6,507.6,2019,3052461654,992770431,32.52,95174122,6275,104,6379
2020,Alameda,06001,1680380.0,1156983.0,2035.9,119.9,1891.1,3489.0,1912.8,123.2,30949.0,936.8,583.8,357.5,108.1,5.8,176.0,,,,,,,,,,,,,2020,3283119418,1039712538,31.67,108307188,4681,61,4742
2021,Alameda,06001,1643837.0,1123791.0,2139.2,138.1,1991.9,3488.2,1944.7,194.5,24319.0,945.3,610.5,389.0,109.3,6.6,190.4,,,,,,,,,,,,,2021,4493129705,1876424349,41.76,114433601,2567,35,2602
2022,Alameda,06001,1628997.0,1110365.0,2025.2,147.0,1938.3,3485.2,1878.5,195.7,25599.0,936.4,661.3,319.7,98.5,4.8,182.4,,,,,,,,,,,,,2022,3698514667,1075690424,29.08,119438880,1155,30,1185
2023,Alameda,06001,1628997.0,1110365.0,1737.0,130.0,1626.5,3485.0,1604.7,934.7,26189.0,778.9,599.0,279.8,87.4,3.1,156.4,,,,,,,,,,,,,2023,3701213365,1088345756,29.41,124864725,2619,63,2682
2024,Alameda,06001,1628997.0,1110365.0,1605.0,,,3485.0,,1605.0,26226.0,,,,,,144.6,,,,,,,,,,,,,2024,3842830939,1160444866,30.2,130623148,1956,59,2015
2000,Alpine,06003,1209.0,879.0,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
2001,Alpine,06003,1196.0,864.0,,,,,,,,,,,,,,4.0,,,,,,,,463.0,4.0,,,,,,,,,,
2002,Alpine,06003,1237.0,891.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,
2003,Alpine,06003,1233.0,878.0,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2003,10476964,3363322,32.1,183073,26,53,79
2004,Alpine,06003,1263.0,905.0,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2004,11766291,3556888,30.23,237514,23,43,66
2005,Alpine,06003,1219.0,864.0,,,,,,,,,,,,,,,,,,,,,,,,,,2005,11960809,3803358,31.8,200126,22,42,64
2006,Alpine,06003,1276.0,906.0,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2006,12864637,3674518,28.56,225984,17,30,47
2007,Alpine,06003,1274.0,898.0,,,,,,,,,,,,,,,,,,,,,,,,,,2007,15807990,4460033,28.21,210951,20,25,45
2008,Alpine,06003,1202.0,832.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,2008,16232167,5224676,32.19,238226,12,17,29
2009,Alpine,06003,1197.0,829.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,2009,15902466,4693548,29.51,335094,4,25,29
2010,Alpine,06003,1160.0,778.0,,,,,,,,,,,,,,,,,,,,,,,,,,2010,14559262,4705145,32.32,310698,16,17,33
2011,Alpine,06003,1133.0,757.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,2011,14985215,4327319,28.88,281307,14,17,31
2012,Alpine,06003,1117.0,728.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,2012,18554914,4868275,26.24,188831,24,12,36
2013,Alpine,06003,1141.0,726.0,,,,,,,,,,,,,,,,,,,,,,,,,,2013,15847036,4677475,29.52,211035,24,21,45
2014,Alpine,06003,1110.0,698.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,2014,18591796,4677935,25.16,190967,22,34,56
2015,Alpine,06003,1167.0,741.0,,,,,,,,,,,,,,,,,,,,,,,,,,2015,14476217,4300016,29.7,188425,20,54,74
2016,Alpine,06003,1190.0,741.0,,,,,,,,,,,,,,,,,,,,,,,,,,2016,14796384,4606291,31.13,270270,23,68,91
2017,Alpine,06003,1211.0,740.0,,,,,,,,,,,,,,,,,,,,,,,,,,2017,16806357,4837872,28.79,273270,15,64,79
2018,Alpine,06003,1184.0,722.0,,,,,,,,,,,,,,,,,,,,,,,,,,2018,18038469,5074405,28.13,367556,11,65,76
2019,Alpine,06003,1209.0,739.0,,,,,,,,,,,,,,,,,,,,,,,,,,2019,21808843,5293040,24.27,410938,10,44,54
2020,Alpine,06003,1204.0,732.0,,,,,,,,,,,,,,,,,,,,,,,,,,2020,24932121,5827302,23.37,398824,6,50,56
2021,Alpine,06003,1235.0,766.0,,,,,,,,,,,,,,,,,,,,,,,,,,2021,20221856,6101417,30.17,386948,7,47,54
2022,Alpine,06003,1190.0,737.0,,,,,,,,,,,,,,,,,,,,,,,,,,2022,21629138,6556703,30.31,502826,8,51,59
2023,Alpine,06003,1190.0,737.0,,,,,,,,,,,,,,,,,,,,,,,,,,2023,27344319,6393916,23.38,663714,9,40,49
2000,Amador,06005,35153.0,23276.0,42.2,7.0,35.1,65.4,10.4,31.7,1754.0,0.9,4.8,34.8,1.3,0.4,181.1,131.0,9.0,122.0,12.0,35.0,76.0,,,562.8,104.0,172.3,740.4,,,,,,,,
2001,Amador,06005,35697.0,23780.0,59.5,9.9,49.6,67.6,14.7,44.8,2034.0,1.2,6.7,49.1,1.8,0.6,250.2,132.0,7.0,125.0,15.0,36.0,71.0,,5.0,555.1,92.0,190.9,802.6,,,,,,,,
2002,Amador,06005,36561.0,24465.0,73.2,12.2,61.0,69.8,18.1,55.1,2017.0,1.5,8.3,60.4,2.3,0.8,299.4,151.0,11.0,140.0,14.0,34.0,92.0,,6.0,617.2,115.0,223.8,914.7,,,,,,,,
2003,Amador,06005,36994.0,24772.0,79.2,13.2,66.0,71.9,19.6,59.6,1915.0,1.6,9.0,65.4,2.5,0.8,319.9,172.0,13.0,159.0,15.0,31.0,112.0,,7.0,694.3,124.0,250.9,1013.0,2003,36600189,16791960,45.88,1562462,275,544,819
2004,Amador,06005,37400.0,25208.0,87.2,14.8,71.9,74.1,21.6,65.7,2102.0,1.8,9.9,72.0,2.7,0.9,346.1,178.0,12.0,166.0,13.0,35.0,119.0,,,706.1,131.0,265.1,1051.7,2004,45069377,19349673,42.93,1650989,394,765,1159
2005,Amador,06005,38040.0,25754.0,94.0,19.0,76.0,75.9,25.4,68.6,2450.0,2.2,9.5,76.0,5.7,1.7,365.0,202.0,16.0,186.0,17.0,36.0,134.0,,7.0,784.3,172.0,295.9,1149.1,2005,49943958,20971445,41.99,1786047,385,712,1097
2006,Amador,06005,38353.0,26016.0,88.2,18.9,68.8,76.0,25.3,62.9,2160.0,2.2,7.6,68.5,7.7,2.2,339.2,204.0,14.0,190.0,18.0,36.0,136.0,,6.0,784.1,164.0,292.0,1122.3,2006,63757867,22652560,35.53,1969600,372,772,1144
2007,Amador,06005,38756.0,26203.0,80.5,17.4,67.0,76.0,23.1,57.4,1881.0,2.0,6.9,62.5,7.1,2.0,307.2,216.0,15.0,201.0,19.0,40.0,136.0,,12.0,824.3,182.0,296.0,1129.5,2007,67567224,24896687,36.85,1996061,444,1042,1486
2008,Amador,06005,38248.0,25694.0,88.0,19.0,68.0,76.0,25.3,62.7,1815.0,2.2,7.6,68.4,7.7,2.2,342.5,214.0,15.0,199.0,18.0,44.0,131.0,,12.0,832.9,163.0,301.2,1172.3,2008,64207945,27245237,42.43,2170307,411,933,1344
2009,Amador,06005,38238.0,25531.0,86.2,18.6,68.7,76.0,24.8,61.5,1660.0,2.1,7.4,67.0,7.6,2.1,337.8,224.0,20.0,204.0,22.0,39.0,140.0,,15.0,877.4,176.0,309.2,1211.2,2009,60193225,26840641,44.59,1908418,301,618,919
2010,Amador,06005,37854.0,25033.0,92.0,17.4,75.1,76.0,26.4,65.6,1690.0,2.3,7.9,71.5,8.1,2.3,367.5,216.0,15.0,201.0,20.0,44.0,131.0,,13.0,862.9,177.0,306.7,1225.2,2010,58841527,26684019,45.35,1934683,219,492,711
2011,Amador,06005,37552.0,24701.0,80.5,13.9,69.9,76.0,23.1,57.4,1554.0,2.0,6.9,62.5,7.1,2.0,325.9,171.0,12.0,159.0,20.0,35.0,97.0,,11.0,692.3,121.0,250.0,1012.0,2011,56480528,26135898,46.27,1920869,89,378,467
2012,Amador,06005,37158.0,23984.0,100.8,16.9,83.9,76.0,28.9,71.8,1522.0,2.5,8.7,78.3,8.8,2.5,420.1,161.0,5.0,156.0,15.0,31.0,94.0,,,671.3,61.0,260.0,1083.9,2012,58278873,28339604,48.63,2213483,318,1047,1365
2013,Amador,06005,36789.0,23312.0,94.8,20.1,74.7,76.0,27.6,67.1,1511.0,4.3,9.9,66.9,7.8,2.5,406.4,163.0,5.0,158.0,17.0,30.0,100.0,,,699.2,71.0,256.1,1098.7,2013,59004964,27615256,46.8,2067879,341,1034,1375
2014,Amador,06005,36915.0,23108.0,96.2,21.0,73.3,76.0,29.5,66.8,1549.0,6.7,10.7,67.4,6.2,3.1,416.5,156.0,4.0,152.0,16.0,32.0,93.0,,,675.1,47.0,252.1,1091.1,2014,61442440,28576949,46.51,2080442,311,991,1302
2015,Amador,06005,37300.0,23058.0,88.0,17.2,70.8,76.0,41.1,46.9,1509.0,9.4,9.2,62.0,3.1,3.2,381.6,129.0,,,,,,,,559.5,35.0,217.0,941.1,2015,64414003,30059964,46.67,2131982,247,1080,1327
2016,Amador,06005,37745.0,23076.0,90.0,18.0,72.0,76.4,54.0,36.0,1430.0,8.7,12.0,63.0,2.8,2.7,390.0,125.0,5.0,120.0,10.0,24.0,75.0,,,541.7,45.0,214.8,930.9,2016,66607455,31189523,46.83,2052277,236,1057,1293
2017,Amador,06005,38890.0,23902.0,86.2,17.8,68.9,77.9,55.6,30.7,1383.0,4.5,11.9,63.3,3.6,3.0,360.9,128.0,9.0,119.0,13.0,23.0,73.0,,,535.5,53.0,213.5,893.2,2017,72117668,32626947,45.24,2213953,227,1034,1261
2018,Amador,06005,39741.0,24280.0,95.0,18.9,73.9,77.6,46.4,48.6,1332.0,3.3,16.6,66.2,2.7,3.9,391.3,138.0,8.0,130.0,19.0,20.0,81.0,,,568.4,58.0,232.9,959.4,2018,71910817,31270379,43.48,2673935,251,1072,1323
2019,Amador,06005,40135.0,24246.0,89.8,15.8,62.2,76.1,26.7,76.4,1322.0,2.0,17.8,54.3,1.0,3.0,370.2,140.0,9.0,131.0,18.0,21.0,85.0,,,577.4,57.0,229.8,947.6,2019,78443351,39213479,49.99,2410579,250,1024,1274
2020,Amador,06005,40532.0,24320.0,68.9,,,76.0,,68.9,1322.0,,,,,,283.5,,,,,,,,,,,,,2020,89539439,44799416,50.03,2415352,229,955,1184
2021,Amador,06005,41144.0,24669.0,74.2,,,76.0,,74.2,1322.0,,,,,,301.0,,,,,,,,,,,,,2021,94964293,51686458,54.43,2590578,195,763,958
2022,Amador,06005,41412.0,24624.0,92.8,,,76.0,,92.8,1322.0,,,,,,376.7,,,,,,,,,,,,,2022,109733159,53707276,48.94,2832335,173,746,919
2023,Amador,06005,41412.0,24624.0,89.5,,,76.0,,89.5,1322.0,,,,,,363.5,,,,,,,,,,,,,2023,106793551,52695781,49.34,2949977,216,814,1030
2024,Amador,06005,41412.0,24624.0,74.0,,,76.0,,74.0,1322.0,,,,,,300.5,,,,,,,,,,,,,2024,119304246,57950265,48.57,2885151,237,821,1058
2000,Butte,06007,203807.0,131928.0,480.0,61.4,423.1,679.0,280.2,199.8,10377.0,45.2,93.0,324.8,,17.0,363.8,1112.0,79.0,1033.0,140.0,106.0,808.0,4.0,35.0,842.9,993.0,1592.0,1206.7,,,,,,,,
2001,Butte,06007,206193.0,134856.0,486.2,55.5,434.0,665.7,283.8,202.4,10958.0,45.8,94.2,329.0,,17.3,360.6,1138.0,82.0,1056.0,129.0,102.0,847.0,6.0,37.0,843.9,986.0,1624.2,1204.4,,,,,,,,
2002,Butte,06007,209120.0,138152.0,486.0,53.1,432.9,652.3,283.7,202.3,11539.0,45.8,94.2,328.8,,17.2,351.8,1160.0,86.0,1074.0,128.0,119.0,844.0,11.0,41.0,839.6,982.0,1646.0,1191.4,,,,,,,,
2003,Butte,06007,211481.0,140616.0,505.8,65.8,442.7,639.0,295.2,210.6,12119.0,47.6,98.0,342.2,,17.9,359.7,1211.0,102.0,1109.0,138.0,131.0,864.0,14.0,36.0,861.2,966.0,1716.8,1220.9,2003,274644888,74539194,27.14,6713875,1125,569,1694
2004,Butte,06007,213065.0,142734.0,509.5,85.7,430.6,625.7,297.4,212.1,12700.0,48.0,98.7,344.7,,18.1,357.0,1371.0,126.0,1245.0,167.0,159.0,972.0,9.0,36.0,960.5,1137.0,1880.5,1317.5,2004,281850805,77563949,27.52,6509853,1217,642,1859
2005,Butte,06007,214752.0,144683.0,522.8,93.6,428.9,614.8,303.0,219.7,13055.0,49.7,60.6,379.0,26.0,15.5,361.3,1292.0,113.0,1179.0,157.0,149.0,911.0,7.0,40.0,893.0,1045.0,1814.8,1254.3,2005,292395682,82450418,28.2,7609089,1339,682,2021
2006,Butte,06007,216824.0,146570.0,510.2,82.3,427.4,614.0,294.6,215.7,12574.0,49.4,67.1,368.7,24.4,15.6,348.1,1340.0,119.0,1221.0,156.0,173.0,917.0,8.0,57.0,914.2,1145.0,1850.2,1262.4,2006,307352932,87545503,28.48,7869668,1226,684,1910
2007,Butte,06007,217469.0,147050.0,498.5,79.1,416.9,614.0,306.9,191.6,12477.0,46.7,107.1,319.2,,17.6,339.0,1270.0,107.0,1163.0,158.0,181.0,859.0,5.0,42.0,863.6,1026.0,1768.5,1202.7,2007,329161170,94723316,28.78,9752625,1630,768,2398
2008,Butte,06007,219034.0,148046.0,481.5,73.3,407.9,614.0,337.1,144.4,11778.0,44.5,106.2,298.4,19.5,16.8,325.2,1243.0,96.0,1147.0,154.0,182.0,846.0,4.0,35.0,839.6,1047.0,1723.0,1163.8,2008,330536361,95326075,28.84,10063796,1442,404,1846
2009,Butte,06007,219777.0,148295.0,525.5,72.3,459.0,614.0,397.1,128.4,7904.0,77.5,78.0,336.5,20.5,17.2,354.4,1198.0,88.0,1110.0,156.0,176.0,796.0,5.0,44.0,807.9,919.0,1717.5,1158.2,2009,345640546,95977620,27.77,10275804,1471,292,1763
2010,Butte,06007,219866.0,148347.0,547.5,73.6,474.9,614.0,406.8,140.7,11570.0,82.5,89.9,336.5,19.6,15.2,369.1,1217.0,95.0,1122.0,148.0,185.0,815.0,6.0,42.0,820.4,968.0,1764.0,1189.1,2010,341202072,92180277,27.02,9825068,1369,233,1602
2011,Butte,06007,219642.0,148099.0,562.2,67.2,495.8,614.0,414.9,147.4,12418.0,53.0,128.7,338.6,19.9,16.4,379.6,1081.0,89.0,992.0,130.0,172.0,719.0,5.0,35.0,729.9,766.0,1643.2,1109.6,2011,339091982,88885361,26.21,8561778,1280,262,1542
2012,Butte,06007,220265.0,147718.0,589.0,70.0,515.0,613.8,401.4,187.6,12891.0,49.0,91.3,397.0,19.4,23.2,398.7,970.0,61.0,909.0,113.0,145.0,657.0,,36.0,656.7,399.0,1558.4,1055.0,2012,346436651,93116908,26.88,8917425,1181,237,1418
2013,Butte,06007,220738.0,147496.0,594.5,85.5,508.3,613.2,370.7,223.8,12889.0,47.5,67.7,422.3,20.6,27.3,403.1,989.0,55.0,934.0,120.0,151.0,654.0,9.0,34.0,670.5,367.0,1581.2,1072.1,2013,342071586,96429046,28.19,9282452,1255,251,1506
2014,Butte,06007,222318.0,147792.0,589.5,87.3,497.7,613.9,350.9,238.6,13476.0,52.1,66.6,410.3,25.6,28.5,398.9,1035.0,70.0,965.0,119.0,147.0,704.0,7.0,37.0,700.3,396.0,1620.2,1096.3,2014,323578477,86944080,26.87,9296142,1106,279,1385
2015,Butte,06007,223125.0,147560.0,581.2,82.0,503.2,612.1,335.5,245.8,12360.0,52.9,60.4,413.8,26.7,30.7,393.9,929.0,56.0,873.0,97.0,145.0,620.0,13.0,34.0,629.6,337.0,1490.6,1010.1,2015,339807956,91136790,26.82,10322804,948,307,1255
2016,Butte,06007,224390.0,147760.0,584.2,80.0,500.5,606.5,282.8,301.4,12043.0,47.9,49.4,422.5,22.3,37.4,395.4,958.0,63.0,895.0,104.0,144.0,656.0,14.0,26.0,648.4,336.0,1524.9,1032.0,2016,351816631,105322709,29.94,11501942,1295,359,1654
2017,Butte,06007,226531.0,148600.0,573.5,79.1,494.9,613.4,298.8,274.7,12350.0,52.0,52.1,419.2,14.2,38.3,385.9,963.0,61.0,902.0,105.0,140.0,652.0,14.0,32.0,648.0,336.0,1518.6,1021.9,2017,384339119,116254752,30.25,14077909,916,319,1235
2018,Butte,06007,227870.0,148681.0,551.5,84.2,468.1,614.0,301.5,250.0,13148.0,50.5,56.4,399.6,12.6,31.1,370.9,967.0,70.0,897.0,99.0,132.0,672.0,11.0,36.0,650.4,354.0,1496.2,1006.3,2018,403597606,124608779,30.87,14824386,891,249,1140
2019,Butte,06007,216071.0,141377.0,563.8,82.3,483.2,614.0,330.9,232.8,12537.0,48.9,65.7,396.2,21.5,30.1,398.8,928.0,57.0,871.0,107.0,124.0,634.0,11.0,34.0,656.4,333.0,1468.8,1038.9,2019,428672139,131211216,30.61,16186105,907,249,1156
2020,Butte,06007,210135.0,137366.0,516.1,73.3,443.5,614.0,388.7,127.4,10815.0,40.2,74.1,342.8,22.0,30.2,375.7,,,,,,,,,,,,,2020,433901019,133683336,30.81,15877551,727,198,925
2021,Butte,06007,206190.0,133819.0,539.5,78.6,455.6,614.0,414.8,124.7,9545.0,43.0,74.5,366.2,14.5,28.4,403.2,,,,,,,,,,,,,2021,492235398,134151385,27.25,15772012,597,194,791
2022,Butte,06007,207303.0,134680.0,527.0,77.6,449.4,614.0,389.8,137.2,8817.0,52.7,74.1,356.1,10.4,22.9,391.3,,,,,,,,,,,,,2022,495558617,148608353,29.99,16716430,715,203,918
2023,Butte,06007,207303.0,134680.0,531.5,84.1,450.4,614.0,384.4,339.3,8387.0,58.1,81.1,341.3,13.0,25.0,394.6,,,,,,,,,,,,,2023,507518793,152805334,30.11,19139077,790,218,1008
2024,Butte,06007,207303.0,134680.0,474.0,,,614.0,,474.0,8355.0,,,,,,351.9,,,,,,,,,,,,,2024,574963729,167455300,29.12,21223361,756,239,995
2000,Calaveras,06009,40645.0,25823.0,44.8,5.2,39.1,64.4,21.5,23.3,2259.0,0.8,5.3,33.7,1.5,1.0,173.5,65.0,7.0,58.0,,6.0,49.0,,8.0,251.7,60.0,107.6,416.5,,,,,,,,
2001,Calaveras,06009,41304.0,26466.0,55.5,5.1,52.4,65.0,18.9,36.6,1916.0,0.9,6.9,36.8,1.8,1.1,209.7,68.0,8.0,60.0,,7.0,52.0,,6.0,256.9,61.0,122.9,464.5,,,,,,,,
2002,Calaveras,06009,42380.0,27285.0,74.8,10.8,62.2,65.0,35.3,39.4,2183.0,1.0,7.0,52.9,2.1,2.1,274.0,90.0,10.0,80.0,,7.0,73.0,,6.0,329.9,80.0,163.2,598.3,,,,,,,,
2003,Calaveras,06009,43755.0,28188.0,75.8,12.9,63.4,65.0,47.6,28.2,2529.0,0.9,7.1,54.5,2.3,3.0,268.7,100.0,9.0,91.0,,9.0,78.0,,8.0,354.8,76.0,174.1,617.7,2003,44359962,14357025,32.36,446254,522,399,921
2004,Calaveras,06009,44530.0,28881.0,76.8,11.4,65.1,65.0,47.8,28.9,2884.0,1.0,7.9,59.8,2.4,4.0,265.7,121.0,17.0,104.0,,7.0,105.0,,5.0,419.0,104.0,191.0,661.3,2004,49760878,15680895,31.51,474821,527,400,927
2005,Calaveras,06009,45295.0,29534.0,76.0,11.2,63.5,65.0,52.0,24.0,4608.0,0.9,7.8,55.8,2.1,2.8,257.3,134.0,12.0,122.0,,11.0,110.0,,8.0,453.7,119.0,205.4,695.4,2005,54147175,16344335,30.19,1137226,290,160,450
2006,Calaveras,06009,46045.0,30018.0,75.0,10.8,64.7,65.0,60.8,14.2,9630.0,1.0,9.8,59.0,1.7,1.9,249.9,148.0,17.0,131.0,,8.0,129.0,,8.0,493.0,157.0,217.1,723.3,2006,63803561,18205200,28.53,1320369,292,155,447
2007,Calaveras,06009,46268.0,30045.0,74.5,8.3,65.7,65.0,54.1,20.4,3068.0,1.4,14.0,54.7,1.0,2.4,248.0,146.0,9.0,137.0,,11.0,123.0,,10.0,485.9,155.0,215.1,715.8,2007,65033218,20535656,31.58,1517401,273,162,435
2008,Calaveras,06009,46265.0,29857.0,74.2,7.7,67.6,65.0,48.9,25.4,2675.0,1.4,11.5,57.4,1.0,2.8,248.7,137.0,9.0,128.0,,14.0,106.0,,9.0,458.9,152.0,208.2,697.5,2008,73930562,23096595,31.24,1617818,267,172,439
2009,Calaveras,06009,45900.0,29312.0,76.2,8.5,67.5,65.0,48.4,27.8,4202.0,1.0,7.3,64.1,1.1,2.9,260.1,116.0,9.0,107.0,,11.0,92.0,,8.0,395.7,124.0,189.6,646.9,2009,72037068,22107142,30.69,1915020,311,150,461
2010,Calaveras,06009,45405.0,28881.0,69.8,9.4,61.3,65.0,28.9,40.8,2866.0,0.9,4.9,61.5,1.0,2.0,241.5,115.0,7.0,108.0,,13.0,87.0,,9.0,398.2,111.0,180.9,626.3,2010,66585284,20469381,30.74,1851388,327,132,459
2011,Calaveras,06009,44997.0,28429.0,68.2,12.8,52.2,65.0,19.8,48.5,2126.0,0.9,6.1,55.9,0.9,1.0,240.1,111.0,7.0,104.0,,12.0,90.0,,5.0,390.4,92.0,178.9,629.4,2011,68757036,18148577,26.4,1654485,314,123,437
2012,Calaveras,06009,44572.0,27729.0,69.8,13.6,56.9,65.0,31.1,38.6,2621.0,1.1,12.7,52.9,1.1,2.1,251.5,96.0,7.0,89.0,,16.0,72.0,,6.0,346.2,36.0,165.8,597.8,2012,77410132,18082498,23.36,1818623,316,119,435
2013,Calaveras,06009,44380.0,27372.0,71.2,9.8,61.7,67.8,39.8,31.5,2004.0,1.0,8.4,53.8,1.5,4.2,260.3,111.0,10.0,101.0,,17.0,84.0,,7.0,405.5,48.0,182.2,665.8,2013,92327721,19104683,20.69,2088444,325,129,454
2014,Calaveras,06009,44304.0,27040.0,77.5,15.3,64.2,79.1,45.0,32.5,2019.0,1.5,4.8,66.8,2.0,3.8,286.6,96.0,6.0,90.0,,10.0,77.0,,6.0,355.0,33.0,173.5,641.6,2014,77286951,20013312,25.89,2359233,320,130,450
2015,Calaveras,06009,44495.0,26878.0,92.0,19.2,69.5,80.0,43.6,48.4,1840.0,3.6,5.6,74.1,2.1,2.6,342.3,96.0,6.0,90.0,,9.0,78.0,,7.0,357.2,50.0,188.0,699.5,2015,69843783,20393969,29.2,2329008,258,144,402
2016,Calaveras,06009,44736.0,26853.0,91.8,14.9,76.6,80.0,45.3,46.5,1874.0,4.8,6.3,73.9,2.1,3.8,341.7,80.0,5.0,75.0,,7.0,64.0,,6.0,297.9,26.0,171.6,638.9,2016,73920622,23445019,31.72,2363278,239,145,384
2017,Calaveras,06009,44963.0,26825.0,93.0,10.8,82.7,80.0,49.7,43.3,1841.0,6.1,6.6,71.1,1.7,8.0,346.7,86.0,4.0,82.0,,8.0,67.0,,8.0,320.6,39.0,178.2,664.5,2017,100259592,22900254,22.84,1442794,187,128,315
2018,Calaveras,06009,44959.0,26498.0,94.0,11.6,79.6,83.8,54.3,39.7,1714.0,7.4,12.8,65.2,1.1,8.4,354.7,83.0,5.0,78.0,,8.0,66.0,,6.0,313.2,40.0,176.9,667.7,2018,97622364,25329062,25.95,1536627,180,106,286
2019,Calaveras,06009,45236.0,26322.0,99.5,13.7,78.3,98.8,56.8,71.1,1604.0,,18.6,66.6,1.0,5.9,378.0,84.0,,,,,,,,319.1,34.0,183.5,697.1,2019,135314405,27478371,20.31,1631417,195,89,284
2020,Calaveras,06009,45346.0,26200.0,95.4,,,100.0,,95.4,1595.0,,,,,,364.3,,,,,,,,,,,,,2020,119006411,29409120,24.71,1806091,198,74,272
2021,Calaveras,06009,46219.0,26514.0,68.8,,,100.0,,68.8,1595.0,,,,,,259.3,,,,,,,,,,,,,2021,124551175,33245451,26.69,1964412,144,47,191
2022,Calaveras,06009,46563.0,26521.0,79.0,,,100.0,,79.0,1595.0,,,,,,297.9,,,,,,,,,,,,,2022,139491369,33251810,23.84,2155665,146,40,186
